Nivå	Typeinndeling	HTG	HT	GT_nr	Basic type	S_kode	Name	Name_EN	Kortnavn	Beskrivelse	KLG_RE-IA	KLG_RE-ID-KF	KLG_RE-KS	KLG_KA	KLG_IYK	KLG_IP	KLG_BP	KLG_VP	KLG_VE	KLG_AI	KLG_AI-KS	KLG_JP	Pred_Lnr	Naturlandskap	rekkefølge_kjeding_klg					
LA	TI	I	I-A	53	I-A-53	LA-TI-I-A-53	Tindepreget ås- og fjellandskap med bart fjell over skoggrensen	Steep and rugged barren mountains	Tindepreget bart fjellandskap		KLG_RE-IA-5						KLG_BP-1		KLG_VE-4	KLG_AI-1		KLG_JP-1	53	1	KLG_RE-IA,KLG_BP,KLG_VE,KLG_AI,KLG_JP					
LA	TI	I	I-A	54	I-A-54	LA-TI-I-A-54	Tindepreget ås- og fjellandskap dominert av isbre med bart fjell over skoggrensen	Steep and rugged barren mountains with glacier	Tindepreget bart fjellandskap dominert av isbre		KLG_RE-IA-5						KLG_BP-2		KLG_VE-4	KLG_AI-1		KLG_JP-1	54	1	KLG_RE-IA,KLG_BP,KLG_VE,KLG_AI,KLG_JP					
LA	TI	I	I-D	1	I-D-1	LA-TI-I-D-1	Åpent dallandskap under skoggrensen	Open valley	Åpent dallandskap under skoggrensen			KLG_RE-ID-KF-1				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-1	55	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	2	I-D-2	LA-TI-I-D-2	Åpent dallandskap under skoggrensen med jordbruksdominans	Open valley and agriculture	Åpent dallandskap med jordbruksdominans			KLG_RE-ID-KF-1				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-2	56	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	3	I-D-3	LA-TI-I-D-3	Åpent dallandskap under skoggrensen med bebygde områder	Open valley with settlements	Åpent dallandskap under skoggrensen med bebyggelse			KLG_RE-ID-KF-1				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-1	57	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	4	I-D-4	LA-TI-I-D-4	Åpent dallandskap under skoggrensen med bebygde områder og jordbruksdominans	Open valley with settlements and agriculture	Åpent dallandskap med bebyggelse og jordbruksdominans			KLG_RE-ID-KF-1				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-2	58	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	5	I-D-5	LA-TI-I-D-5	Åpent dallandskap under skoggrensen med tett bebyggelse	Open valley with village	Åpent dallandskap under skoggrensen med tett bebyggelse			KLG_RE-ID-KF-1				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-3		KLG_JP-1	59	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	6	I-D-6	LA-TI-I-D-6	Åpent dallandskap under skoggrensen med tett bebyggelse  og jordbruksdominans	Open valley with village and agriculture	Åpent dallandskap med hei, tett bebyggelse  og jordbruksdominans			KLG_RE-ID-KF-1				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-3		KLG_JP-2	60	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	7	I-D-7	LA-TI-I-D-7	Åpent dallandskap med hei under skoggrensen	Open lower mountain valley	Åpent dallandskap med hei under skoggrensen			KLG_RE-ID-KF-1				KLG_IP-1	KLG_BP-1		KLG_VE-2	KLG_AI-1		KLG_JP-1	61	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	8	I-D-8	LA-TI-I-D-8	Åpent dallandskap med hei under skoggrensen med bebygde områder	Open lower mountain valley with settlements	Åpent dallandskap i fjellet med hei og bebyggelse			KLG_RE-ID-KF-1				KLG_IP-1	KLG_BP-1		KLG_VE-2	KLG_AI-2		KLG_JP-1	62	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	9	I-D-9	LA-TI-I-D-9	Åpent dallandskap med hei over skoggrensen	Open mountain valley	Åpent dallandskap i fjellet med hei			KLG_RE-ID-KF-1				KLG_IP-1	KLG_BP-1		KLG_VE-3	KLG_AI-1		KLG_JP-1	63	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	10	I-D-10	LA-TI-I-D-10	Åpent dallandskap med bart fjell over skoggrensen	Open barren mountain valley	Åpent dallandskap i fjellet med bart fjell			KLG_RE-ID-KF-1				KLG_IP-1	KLG_BP-1		KLG_VE-4	KLG_AI-1		KLG_JP-1	64	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	11	I-D-11	LA-TI-I-D-11	Åpent dallandskap med bart fjell over skoggrensen dominert av isbre	Open barren mountain valley with glacier	Åpent dallandskap dominert av isbre			KLG_RE-ID-KF-1				KLG_IP-1	KLG_BP-2		KLG_VE-4	KLG_AI-1		KLG_JP-1	65	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	12	I-D-12	LA-TI-I-D-12	Åpent dallandskap under skoggrensen med innsjø	Open valley with lake	Åpent dallandskap under skoggrensen med innsjø			KLG_RE-ID-KF-1				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-1	66	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	13	I-D-13	LA-TI-I-D-13	Åpent dallandskap under skoggrensen med innsjø med jordbruksdominans	Open valley with lake and agriculture	Åpent dallandskap med innsjø og jordbruksdominans			KLG_RE-ID-KF-1				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-2	67	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	14	I-D-14	LA-TI-I-D-14	Åpent dallandskap under skoggrensen med innsjø og bebygde områder	Open valley with lake with settlements	Åpent dallandskap under skoggrensen med innsjø og bebyggelse			KLG_RE-ID-KF-1				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-1	68	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	15	I-D-15	LA-TI-I-D-15	Åpent dallandskap under skoggrensen med innsjø med bebygde områder og jordbruksdominans	Open valley with lake with settlements and agriculture	Åpent dallandskap med innsjø,bebyggelse og jordbruksdominans			KLG_RE-ID-KF-1				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-2	69	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	16	I-D-16	LA-TI-I-D-16	Åpent dallandskap under skoggrensen med innsjø og tett bebyggelse	Open valley with lake with village	Åpent dallandskap under skoggrensen med hei, innsjø og tett bebyggelse			KLG_RE-ID-KF-1				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-3		KLG_JP-1	70	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	17	I-D-17	LA-TI-I-D-17	Åpent dallandskap med hei under skoggrensen med innsjø	Open lower mountain valley with lake	Åpent dallandskap under skoggrensen med hei og innsjø			KLG_RE-ID-KF-1				KLG_IP-2	KLG_BP-1		KLG_VE-2	KLG_AI-1		KLG_JP-1	71	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	18	I-D-18	LA-TI-I-D-18	Åpent dallandskap med hei under skoggrensen med innsjø og bebygde områder	Open lower mountain valley with lake with settlements	Åpent dallandskap i fjellet med hei, innsjø og bebyggelse			KLG_RE-ID-KF-1				KLG_IP-2	KLG_BP-1		KLG_VE-2	KLG_AI-2		KLG_JP-1	72	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	19	I-D-19	LA-TI-I-D-19	Åpent dallandskap med hei over skoggrensen med innsjø	Open mountain valley with lake	Åpent dallandskap i fjellet med hei og innsjø			KLG_RE-ID-KF-1				KLG_IP-2	KLG_BP-1		KLG_VE-3	KLG_AI-1		KLG_JP-1	73	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	20	I-D-20	LA-TI-I-D-20	Åpent dallandskap med bart fjell over skoggrensen med innsjø	Open barren mountain valley with lake	Åpent dallandskap i fjellet med bart fjell og innsjø			KLG_RE-ID-KF-1				KLG_IP-2	KLG_BP-1		KLG_VE-4	KLG_AI-1		KLG_JP-1	74	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	21	I-D-21	LA-TI-I-D-21	Åpent dallandskap under skoggrensen med større innsjø	Open valley with larger lake	Åpent dallandskap under skoggrensen med større innsjø			KLG_RE-ID-KF-1				KLG_IP-3	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-1	75	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	22	I-D-22	LA-TI-I-D-22	Åpent dallandskap under skoggrensen med større innsjø og bebygde områder	Open valley with larger lake with settlements	Åpent dallandskap under skoggrensen med større innsjø og bebyggelse			KLG_RE-ID-KF-1				KLG_IP-3	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-1	76	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	23	I-D-23	LA-TI-I-D-23	Åpent dallandskap under skoggrensen med større innsjø med bebygde områder og jordbruksdominans	Open valley with larger lake with settlements and agriculture	Åpent dallandskap med større innsjø, bebyggelse og jordbruksdominans			KLG_RE-ID-KF-1				KLG_IP-3	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-2	77	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	24	I-D-24	LA-TI-I-D-24	Åpent dallandskap under skoggrensen med større innsjø og tett bebyggelse	Open valley with larger lake with village	Åpent dallandskap under skoggrensen med større innsjø og tett bebyggelse			KLG_RE-ID-KF-1				KLG_IP-3	KLG_BP-1		KLG_VE-1	KLG_AI-3		KLG_JP-1	78	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	25	I-D-25	LA-TI-I-D-25	Åpent dallandskap under skoggrensen med større innsjø med tett bebyggelse  og jordbruksdominans	Open valley with larger lake with village and agriculture	Åpent dallandskap med større innsjø, tett bebyggelse  og jordbruksdominans			KLG_RE-ID-KF-1				KLG_IP-3	KLG_BP-1		KLG_VE-1	KLG_AI-3		KLG_JP-2	79	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	26	I-D-26	LA-TI-I-D-26	Åpent dallandskap under skoggrensen med større innsjø og by	Open valley with larger lake with city	Åpent dallandskap under skoggrensen med hei, større innsjø og by			KLG_RE-ID-KF-1				KLG_IP-3	KLG_BP-1		KLG_VE-1	KLG_AI-4		KLG_JP-1	80	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	27	I-D-27	LA-TI-I-D-27	Åpent dallandskap med hei under skoggrensen med større innsjø	Open lower mountain valley with larger lake	Åpent dallandskap under skoggrensen med hei og større innsjø			KLG_RE-ID-KF-1				KLG_IP-3	KLG_BP-1		KLG_VE-2	KLG_AI-1		KLG_JP-1	81	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	28	I-D-28	LA-TI-I-D-28	Åpent dallandskap med hei under skoggrensen med større innsjø og bebygde områder	Open lower mountain valley with larger lake with settlements	Åpent dallandskap under skoggrensen med hei, større innsjø og bebyggelse			KLG_RE-ID-KF-1				KLG_IP-3	KLG_BP-1		KLG_VE-2	KLG_AI-2		KLG_JP-1	82	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	29	I-D-29	LA-TI-I-D-29	Åpent dallandskap med hei under skoggrensen med større innsjø og tett bebyggelse	Open lower mountain valley with larger lake with village	Åpent dallandskap under skoggrensen med hei, større innsjø og tett bebyggelse			KLG_RE-ID-KF-1				KLG_IP-3	KLG_BP-1		KLG_VE-2	KLG_AI-3		KLG_JP-1	83	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	30	I-D-30	LA-TI-I-D-30	Åpent dallandskap med hei over skoggrensen med større innsjø	Open mountain valley with larger lake	Åpent dallandskap i fjellet med bart fjell og større innsjø			KLG_RE-ID-KF-1				KLG_IP-3	KLG_BP-1		KLG_VE-3	KLG_AI-1		KLG_JP-1	84	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	31	I-D-31	LA-TI-I-D-31	Åpent dallandskap med bart fjell over skoggrensen med større innsjø	Open barren mountain valley with larger lake	Åpent dallandskap under skoggrensen med større innsjø			KLG_RE-ID-KF-1				KLG_IP-3	KLG_BP-1		KLG_VE-4	KLG_AI-1		KLG_JP-1	85	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	32	I-D-32	LA-TI-I-D-32	Relativt åpent dallandskap under skoggrensen	Relatively open valley	Relativt åpent dallandskap under skoggrensen			KLG_RE-ID-KF-2				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-1	86	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	33	I-D-33	LA-TI-I-D-33	Relativt åpent dallandskap under skoggrensen med jordbruksdominans	Relatively open valley and agriculture	Relativt åpent dallandskap med jordbruksdominans			KLG_RE-ID-KF-2				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-2	87	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	34	I-D-34	LA-TI-I-D-34	Relativt åpent dallandskap under skoggrensen med bebygde områder	Relatively open valley with settlements	Relativt åpent dallandskap under skoggrensen med bebyggelse			KLG_RE-ID-KF-2				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-1	88	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	35	I-D-35	LA-TI-I-D-35	Relativt åpent dallandskap under skoggrensen med bebygde områder og jordbruksdominans	Relatively open valley with settlements and agriculture	Relativt åpent dallandskap med bebyggelse og jordbruksdominans			KLG_RE-ID-KF-2				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-2	89	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	36	I-D-36	LA-TI-I-D-36	Relativt åpent dallandskap under skoggrensen med tett bebyggelse	Relatively open valley with village	Relativt åpent dallandskap under skoggrensen med tett bebyggelse			KLG_RE-ID-KF-2				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-3		KLG_JP-1	90	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	37	I-D-37	LA-TI-I-D-37	Relativt åpent dallandskap under skoggrensen med tett bebyggelse  og jordbruksdominans	Relatively open valley with village and agriculture	Relativt åpent dallandskap med hei, tett bebyggelse  og jordbruksdominans			KLG_RE-ID-KF-2				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-3		KLG_JP-2	91	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	38	I-D-38	LA-TI-I-D-38	Relativt åpent dallandskap med hei under skoggrensen	Relatively open lower mountain valley	Relativt åpent dallandskap under skoggrensen med hei			KLG_RE-ID-KF-2				KLG_IP-1	KLG_BP-1		KLG_VE-2	KLG_AI-1		KLG_JP-1	92	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	39	I-D-39	LA-TI-I-D-39	Relativt åpent dallandskap med hei under skoggrensen med bebygde områder	Relatively open lower mountain valley with settlements	Relativt åpent dallandskap under skoggrensen med hei og bebyggelse			KLG_RE-ID-KF-2				KLG_IP-1	KLG_BP-1		KLG_VE-2	KLG_AI-2		KLG_JP-1	93	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	40	I-D-40	LA-TI-I-D-40	Relativt åpent dallandskap med hei under skoggrensen med tett bebyggelse	Relatively open lower mountain valley with village	Relativt åpent dallandskap i fjellet med hei og tett bebyggelse			KLG_RE-ID-KF-2				KLG_IP-1	KLG_BP-1		KLG_VE-2	KLG_AI-3		KLG_JP-1	94	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	41	I-D-41	LA-TI-I-D-41	Relativt åpent dallandskap med hei over skoggrensen	Relatively open mountain valley	Relativt åpent dallandskap i fjellet med hei			KLG_RE-ID-KF-2				KLG_IP-1	KLG_BP-1		KLG_VE-3	KLG_AI-1		KLG_JP-1	95	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	42	I-D-42	LA-TI-I-D-42	Relativt åpent dallandskap med hei over skoggrensen med bebygde områder	Relatively open mountain valley with settlements	Relativt åpent dallandskap i fjellet med bart fjell og bebyggelse			KLG_RE-ID-KF-2				KLG_IP-1	KLG_BP-1		KLG_VE-3	KLG_AI-2		KLG_JP-1	96	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	43	I-D-43	LA-TI-I-D-43	Relativt åpent dallandskap med bart fjell over skoggrensen	Relatively open barren mountain valley	Relativt åpent dallandskap i fjellet med bart fjell			KLG_RE-ID-KF-2				KLG_IP-1	KLG_BP-1		KLG_VE-4	KLG_AI-1		KLG_JP-1	97	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	44	I-D-44	LA-TI-I-D-44	Relativt åpent dallandskap med bart fjell over skoggrensen dominert av isbre	Relatively open barren mountain valley with glacier	Relativt åpent dallandskap dominert av isbre			KLG_RE-ID-KF-2				KLG_IP-1	KLG_BP-2		KLG_VE-4	KLG_AI-1		KLG_JP-1	98	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	45	I-D-45	LA-TI-I-D-45	Relativt åpent dallandskap under skoggrensen med innsjø	Relatively open valley with lake	Relativt åpent dallandskap under skoggrensen med innsjø			KLG_RE-ID-KF-2				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-1	99	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	46	I-D-46	LA-TI-I-D-46	Relativt åpent dallandskap under skoggrensen med innsjø og bebygde områder	Relatively open valley with lake with settlements	Relativt åpent dallandskap under skoggrensen med innsjø og bebyggelse			KLG_RE-ID-KF-2				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-1	100	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	47	I-D-47	LA-TI-I-D-47	Relativt åpent dallandskap under skoggrensen med innsjø med bebygde områder og jordbruksdominans	Relatively open valley with lake with settlements and agriculture	Relativt åpent dallandskap med innsjø, bebyggelse og jordbruksdominans			KLG_RE-ID-KF-2				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-2	101	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	48	I-D-48	LA-TI-I-D-48	Relativt åpent dallandskap under skoggrensen med innsjø og tett bebyggelse	Relatively open valley with lake with village	Relativt åpent dallandskap under skoggrensen med hei, innsjø og tett bebyggelse			KLG_RE-ID-KF-2				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-3		KLG_JP-1	102	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	49	I-D-49	LA-TI-I-D-49	Relativt åpent dallandskap med hei under skoggrensen med innsjø	Relatively open lower mountain valley with lake	Relativt åpent dallandskap under skoggrensen med hei og innsjø			KLG_RE-ID-KF-2				KLG_IP-2	KLG_BP-1		KLG_VE-2	KLG_AI-1		KLG_JP-1	103	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	50	I-D-50	LA-TI-I-D-50	Relativt åpent dallandskap med hei under skoggrensen med innsjø og bebygde områder	Relatively open lower mountain valley with lake with settlements	Relativt åpent dallandskap i fjellet med hei, innsjø og bebyggelse			KLG_RE-ID-KF-2				KLG_IP-2	KLG_BP-1		KLG_VE-2	KLG_AI-2		KLG_JP-1	104	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	51	I-D-51	LA-TI-I-D-51	Relativt åpent dallandskap med hei over skoggrensen med innsjø	Relatively open mountain valley with lake	Relativt åpent dallandskap i fjellet med hei og innsjø			KLG_RE-ID-KF-2				KLG_IP-2	KLG_BP-1		KLG_VE-3	KLG_AI-1		KLG_JP-1	105	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	52	I-D-52	LA-TI-I-D-52	Relativt åpent dallandskap med bart fjell over skoggrensen med innsjø	Relatively open barren mountain valley with lake	Relativt åpent dallandskap i fjellet med bart fjell og innsjø			KLG_RE-ID-KF-2				KLG_IP-2	KLG_BP-1		KLG_VE-4	KLG_AI-1		KLG_JP-1	106	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	53	I-D-53	LA-TI-I-D-53	Relativt åpent dallandskap med bart fjell over skoggrensen med innsjø og bebygde områder	Relatively open barren mountain valley with lake with settlements	Relativt åpent dallandskap i fjellet med bart fjell, innsjø og bebyggelse			KLG_RE-ID-KF-2				KLG_IP-2	KLG_BP-1		KLG_VE-4	KLG_AI-2		KLG_JP-1	107	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	54	I-D-54	LA-TI-I-D-54	Relativt åpent dallandskap med bart fjell over skoggrensen med innsjø dominert av isbre	Relatively open barren mountain valley with lake with glacier	Relativt åpent dallandskap dominert av isbre med innsjø			KLG_RE-ID-KF-2				KLG_IP-2	KLG_BP-2		KLG_VE-4	KLG_AI-1		KLG_JP-1	108	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	55	I-D-55	LA-TI-I-D-55	Relativt åpent dallandskap under skoggrensen med større innsjø	Relatively open valley with larger lake	Relativt åpent dallandskap under skoggrensen med større innsjø			KLG_RE-ID-KF-2				KLG_IP-3	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-1	109	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
