Nivå	Typeinndeling	HTG	HT	GT_nr	Basic type	S_kode	Name	Name_EN	Kortnavn	Beskrivelse	KLG_RE-IA	KLG_RE-ID-KF	KLG_RE-KS	KLG_KA	KLG_IYK	KLG_IP	KLG_BP	KLG_VP	KLG_VE	KLG_AI	KLG_AI-KS	KLG_JP	Pred_Lnr	Naturlandskap	rekkefølge_kjeding_klg					
LA	TI	I	I-D	56	I-D-56	LA-TI-I-D-56	Relativt åpent dallandskap under skoggrensen med større innsjø og bebygde områder	Relatively open valley with larger lake with settlements	Relativt åpent dallandskap under skoggrensen med større innsjø og bebyggelse			KLG_RE-ID-KF-2				KLG_IP-3	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-1	110	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	57	I-D-57	LA-TI-I-D-57	Relativt åpent dallandskap under skoggrensen med større innsjø med bebygde områder og jordbruksdominans	Relatively open valley with larger lake with settlements and agriculture	Relativt åpent dallandskap med større innsjø, bebyggelse og jordbruksdominans			KLG_RE-ID-KF-2				KLG_IP-3	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-2	111	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	58	I-D-58	LA-TI-I-D-58	Relativt åpent dallandskap under skoggrensen med større innsjø og tett bebyggelse	Relatively open valley with larger lake with village	Relativt åpent dallandskap under skoggrensen med hei, større innsjø og tett bebyggelse			KLG_RE-ID-KF-2				KLG_IP-3	KLG_BP-1		KLG_VE-1	KLG_AI-3		KLG_JP-1	112	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	59	I-D-59	LA-TI-I-D-59	Relativt åpent dallandskap med hei under skoggrensen med større innsjø	Relatively open lower mountain valley with larger lake	Relativt åpent dallandskap under skoggrensen med hei og større innsjø			KLG_RE-ID-KF-2				KLG_IP-3	KLG_BP-1		KLG_VE-2	KLG_AI-1		KLG_JP-1	113	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	60	I-D-60	LA-TI-I-D-60	Relativt åpent dallandskap med hei under skoggrensen med større innsjø og bebygde områder	Relatively open lower mountain valley with larger lake with settlements	Relativt åpent dallandskap i fjellet med hei, større innsjø og bebyggelse			KLG_RE-ID-KF-2				KLG_IP-3	KLG_BP-1		KLG_VE-2	KLG_AI-2		KLG_JP-1	114	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	61	I-D-61	LA-TI-I-D-61	Relativt åpent dallandskap med hei over skoggrensen med større innsjø	Relatively open mountain valley with larger lake	Relativt åpent dallandskap i fjellet med hei og større innsjø			KLG_RE-ID-KF-2				KLG_IP-3	KLG_BP-1		KLG_VE-3	KLG_AI-1		KLG_JP-1	115	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	62	I-D-62	LA-TI-I-D-62	Relativt åpent dallandskap med hei over skoggrensen med større innsjø og bebygde områder	Relatively open mountain valley with larger lake with settlements	Relativt åpent dallandskap i fjellet med bart fjell, større innsjø og bebyggelse			KLG_RE-ID-KF-2				KLG_IP-3	KLG_BP-1		KLG_VE-3	KLG_AI-2		KLG_JP-1	116	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	63	I-D-63	LA-TI-I-D-63	Relativt åpent dallandskap med bart fjell over skoggrensen med større innsjø	Relatively open barren mountain valley with larger lake	Relativt åpent dallandskap i fjellet med bart fjell og større innsjø			KLG_RE-ID-KF-2				KLG_IP-3	KLG_BP-1		KLG_VE-4	KLG_AI-1		KLG_JP-1	117	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	64	I-D-64	LA-TI-I-D-64	Relativt åpent dallandskap med bart fjell over skoggrensen med større innsjø dominert av isbre	Relatively open barren mountain valley with larger lake with glacier	Relativt åpent dallandskap dominert av isbre med større innsjø			KLG_RE-ID-KF-2				KLG_IP-3	KLG_BP-2		KLG_VE-4	KLG_AI-1		KLG_JP-1	118	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	65	I-D-65	LA-TI-I-D-65	Nedskåret dallandskap under skoggrensen	Steep sided valley	Nedskåret dallandskap under skoggrensen			KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-1	119	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	66	I-D-66	LA-TI-I-D-66	Nedskåret dallandskap under skoggrensen med jordbruksdominans	Steep sided valley and agriculture	Nedskåret dallandskap med jordbruksdominans			KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-2	120	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	67	I-D-67	LA-TI-I-D-67	Nedskåret dallandskap under skoggrensen med bebygde områder	Steep sided valley with settlements	Nedskåret dallandskap under skoggrensen med bebyggelse			KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-1	121	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	68	I-D-68	LA-TI-I-D-68	Nedskåret dallandskap under skoggrensen med bebygde områder og jordbruksdominans	Steep sided valley with settlements and agriculture	Nedskåret dallandskap med bebyggelse og jordbruksdominans			KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-2	122	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	69	I-D-69	LA-TI-I-D-69	Nedskåret dallandskap under skoggrensen med tett bebyggelse	Steep sided valley with village	Nedskåret dallandskap med tett bebyggelse			KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-3		KLG_JP-1	123	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	70	I-D-70	LA-TI-I-D-70	Nedskåret dallandskap med hei under skoggrensen	Steep sided lower mountain valley	Nedskåret dallandskap under skoggrensen med hei			KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-2	KLG_AI-1		KLG_JP-1	124	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	71	I-D-71	LA-TI-I-D-71	Nedskåret dallandskap med hei under skoggrensen med bebygde områder	Steep sided lower mountain valley with settlements	Nedskåret dallandskap i fjellet med hei og bebyggelse			KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-2	KLG_AI-2		KLG_JP-1	125	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	72	I-D-72	LA-TI-I-D-72	Nedskåret dallandskap med hei over skoggrensen	Steep sided mountain valley	Nedskåret dallandskap i fjellet med hei			KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-3	KLG_AI-1		KLG_JP-1	126	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	73	I-D-73	LA-TI-I-D-73	Nedskåret dallandskap med bart fjell over skoggrensen	Steep sided barren mountain valley	Nedskåret dallandskap i fjellet med bart fjell			KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-4	KLG_AI-1		KLG_JP-1	127	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	74	I-D-74	LA-TI-I-D-74	Nedskåret dallandskap med bart fjell over skoggrensen med bebygde områder	Steep sided barren mountain valley with settlements	Nedskåret dallandskap i fjellet med bart fjell og bebyggelse			KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-4	KLG_AI-2		KLG_JP-1	128	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	75	I-D-75	LA-TI-I-D-75	Nedskåret dallandskap med bart fjell over skoggrensen dominert av isbre	Steep sided barren mountain valley with glacier	Nedskåret dallandskap dominert av isbre			KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-2		KLG_VE-4	KLG_AI-1		KLG_JP-1	129	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	76	I-D-76	LA-TI-I-D-76	Nedskåret dallandskap under skoggrensen med innsjø	Steep sided valley with lake	Nedskåret dallandskap under skoggrensen med innsjø			KLG_RE-ID-KF-3				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-1	130	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	77	I-D-77	LA-TI-I-D-77	Nedskåret dallandskap under skoggrensen med innsjø og bebygde områder	Steep sided valley with lake with settlements	Nedskåret dallandskap under skoggrensen med innsjø og bebyggelse			KLG_RE-ID-KF-3				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-1	131	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	78	I-D-78	LA-TI-I-D-78	Nedskåret dallandskap under skoggrensen med innsjø og tett bebyggelse	Steep sided valley with lake with village	Nedskåret dallandskap  under skoggrensen med hei, innsjø og tett bebyggelse			KLG_RE-ID-KF-3				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-3		KLG_JP-1	132	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	79	I-D-79	LA-TI-I-D-79	Nedskåret dallandskap med hei under skoggrensen med innsjø	Steep sided lower mountain valley with lake	Nedskåret dallandskap under skoggrensen med hei og innsjø			KLG_RE-ID-KF-3				KLG_IP-2	KLG_BP-1		KLG_VE-2	KLG_AI-1		KLG_JP-1	133	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	80	I-D-80	LA-TI-I-D-80	Nedskåret dallandskap med hei under skoggrensen med innsjø og bebygde områder	Steep sided lower mountain valley with lake with settlements	Nedskåret dallandskap i fjellet med hei, innsjø og bebyggelse			KLG_RE-ID-KF-3				KLG_IP-2	KLG_BP-1		KLG_VE-2	KLG_AI-2		KLG_JP-1	134	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	81	I-D-81	LA-TI-I-D-81	Nedskåret dallandskap med hei over skoggrensen med innsjø	Steep sided mountain valley with lake	Nedskåret dallandskap i fjellet med hei og innsjø			KLG_RE-ID-KF-3				KLG_IP-2	KLG_BP-1		KLG_VE-3	KLG_AI-1		KLG_JP-1	135	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	82	I-D-82	LA-TI-I-D-82	Nedskåret dallandskap med bart fjell over skoggrensen med innsjø	Steep sided barren mountain valley with lake	Nedskåret dallandskap i fjellet med bart fjell og innsjø			KLG_RE-ID-KF-3				KLG_IP-2	KLG_BP-1		KLG_VE-4	KLG_AI-1		KLG_JP-1	136	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	83	I-D-83	LA-TI-I-D-83	Nedskåret dallandskap med bart fjell over skoggrensen med innsjø dominert av isbre	Steep sided barren mountain valley with lake with glacier	Nedskåret dallandskap dominert av isbre med innsjø			KLG_RE-ID-KF-3				KLG_IP-2	KLG_BP-2		KLG_VE-4	KLG_AI-1		KLG_JP-1	137	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	84	I-D-84	LA-TI-I-D-84	Nedskåret dallandskap under skoggrensen med større innsjø	Steep sided valley with larger lake	Nedskåret dallandskap under skoggrensen med større innsjø			KLG_RE-ID-KF-3				KLG_IP-3	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-1	138	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	85	I-D-85	LA-TI-I-D-85	Nedskåret dallandskap under skoggrensen med større innsjø og bebygde områder	Steep sided valley with larger lake with settlements	Nedskåret dallandskap under skoggrensen med større innsjø og bebyggelse			KLG_RE-ID-KF-3				KLG_IP-3	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-1	139	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	86	I-D-86	LA-TI-I-D-86	Nedskåret dallandskap under skoggrensen med større innsjø med bebygde områder og jordbruksdominans	Steep sided valley with larger lake with settlements and agriculture	Nedskåret dallandskap med hei, større innsjø, bebyggelse og jordbruksdominans			KLG_RE-ID-KF-3				KLG_IP-3	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-2	140	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	87	I-D-87	LA-TI-I-D-87	Nedskåret dallandskap med hei under skoggrensen med større innsjø	Steep sided lower mountain valley with larger lake	Nedskåret dallandskap i fjellet med hei og større innsjø			KLG_RE-ID-KF-3				KLG_IP-3	KLG_BP-1		KLG_VE-2	KLG_AI-1		KLG_JP-1	141	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	88	I-D-88	LA-TI-I-D-88	Nedskåret dallandskap med hei over skoggrensen med større innsjø	Steep sided mountain valley with larger lake	Nedskåret dallandskap i fjellet med bart fjell og større innsjø			KLG_RE-ID-KF-3				KLG_IP-3	KLG_BP-1		KLG_VE-3	KLG_AI-1		KLG_JP-1	142	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	89	I-D-89	LA-TI-I-D-89	Nedskåret dallandskap med bart fjell over skoggrensen med større innsjø	Steep sided barren mountain valley with larger lake	Nedskåret dallandskap i fjellet med større innsjø			KLG_RE-ID-KF-3				KLG_IP-3	KLG_BP-1		KLG_VE-4	KLG_AI-1		KLG_JP-1	143	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	90	I-D-90	LA-TI-I-D-90	Dypt nedskåret dallandskap under skoggrensen	Narrow and steep sided valley	Dypt nedskåret dallandskap under skoggrensen			KLG_RE-ID-KF-4				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-1	144	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	91	I-D-91	LA-TI-I-D-91	Dypt nedskåret dallandskap under skoggrensen med bebygde områder	Narrow and steep sided valley with settlements	Dypt nedskåret dallandskap under skoggrensen med bebyggelse			KLG_RE-ID-KF-4				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-1	145	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	92	I-D-92	LA-TI-I-D-92	Dypt nedskåret dallandskap under skoggrensen med tett bebyggelse	Narrow and steep sided valley with village	Dypt nedskåret dallandskap under skoggrensen med tett bebyggelse			KLG_RE-ID-KF-4				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-3		KLG_JP-1	146	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	93	I-D-93	LA-TI-I-D-93	Dypt nedskåret dallandskap med hei under skoggrensen	Narrow and steep sided lower mountain valley	Dypt nedskåret dallandskap under skoggrensen med hei			KLG_RE-ID-KF-4				KLG_IP-1	KLG_BP-1		KLG_VE-2	KLG_AI-1		KLG_JP-1	147	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	94	I-D-94	LA-TI-I-D-94	Dypt nedskåret dallandskap med hei under skoggrensen med bebygde områder	Narrow and steep sided lower mountain valley with settlements	Dypt nedskåret dallandskap i fjellet med hei og bebyggelse			KLG_RE-ID-KF-4				KLG_IP-1	KLG_BP-1		KLG_VE-2	KLG_AI-2		KLG_JP-1	148	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	95	I-D-95	LA-TI-I-D-95	Dypt nedskåret dallandskap med hei over skoggrensen	Narrow and steep sided mountain valley	Dypt nedskåret dallandskap i fjellet med hei			KLG_RE-ID-KF-4				KLG_IP-1	KLG_BP-1		KLG_VE-3	KLG_AI-1		KLG_JP-1	149	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	96	I-D-96	LA-TI-I-D-96	Dypt nedskåret dallandskap med bart fjell over skoggrensen	Narrow and steep sided barren mountain valley	Dypt nedskåret dallandskap i fjellet med bart fjell			KLG_RE-ID-KF-4				KLG_IP-1	KLG_BP-1		KLG_VE-4	KLG_AI-1		KLG_JP-1	150	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	97	I-D-97	LA-TI-I-D-97	Dypt nedskåret dallandskap med bart fjell over skoggrensen dominert av isbre	Narrow and steep sided barren mountain valley with glacier	Dypt nedskåret dallandskap dominert av isbre			KLG_RE-ID-KF-4				KLG_IP-1	KLG_BP-2		KLG_VE-4	KLG_AI-1		KLG_JP-1	151	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	98	I-D-98	LA-TI-I-D-98	Dypt nedskåret dallandskap under skoggrensen med innsjø	Narrow and steep sided valley with lake	Dypt nedskåret dallandskap under skoggrensen med innsjø			KLG_RE-ID-KF-4				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-1	152	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	99	I-D-99	LA-TI-I-D-99	Dypt nedskåret dallandskap under skoggrensen med innsjø og bebygde områder	Narrow and steep sided valley with lake with settlements	Dypt nedskåret dallandskap i fjellet med bart fjell, innsjø og bebyggelse			KLG_RE-ID-KF-4				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-1	153	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	100	I-D-100	LA-TI-I-D-100	Dypt nedskåret dallandskap med bart fjell over skoggrensen med innsjø	Narrow and steep sided barren mountain valley with lake	Dypt nedskåret dallandskap i fjellet med bart fjell og innsjø			KLG_RE-ID-KF-4				KLG_IP-2	KLG_BP-1		KLG_VE-4	KLG_AI-1		KLG_JP-1	154	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	101	I-D-101	LA-TI-I-D-101	Dypt nedskåret dallandskap under skoggrensen med større innsjø	Narrow and steep sided valley with larger lake	Dypt nedskåret dallandskap under skoggrensen med større innsjø			KLG_RE-ID-KF-4				KLG_IP-3	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-1	155	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	102	I-D-102	LA-TI-I-D-102	Dypt nedskåret dallandskap under skoggrensen med større innsjø og bebygde områder	Narrow and steep sided valley with larger lake with settlements	Dypt nedskåret dallandskap under skoggrensen med større innsjø og bebyggelse			KLG_RE-ID-KF-4				KLG_IP-3	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-1	156	0	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	103	I-D-103	LA-TI-I-D-103	Dypt nedskåret dallandskap med hei under skoggrensen med større innsjø	Narrow and steep sided lower mountain valley with larger lake	Dypt nedskåret dallandskap under skoggrensen med hei og større innsjø			KLG_RE-ID-KF-4				KLG_IP-3	KLG_BP-1		KLG_VE-2	KLG_AI-1		KLG_JP-1	157	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-D	104	I-D-104	LA-TI-I-D-104	Dypt nedskåret dallandskap med bart fjell over skoggrensen med større innsjø	Narrow and steep sided barren mountain valley with larger lake	Dypt nedskåret dallandskap i fjellet med større innsjø			KLG_RE-ID-KF-4				KLG_IP-3	KLG_BP-1		KLG_VE-4	KLG_AI-1		KLG_JP-1	158	1	KLG_RE-ID-KF,KLG_VE,KLG_IP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	1	I-S-1	LA-TI-I-S-1	Innlandsslettelandskap under skoggrensen	Inland undulating lowland plain	Innlandsslette under skoggrensen					KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-1		KLG_JP-1	159	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	2	I-S-2	LA-TI-I-S-2	Innlandsslettelandskap under skoggrensen med jordbruksdominans	Inland undulating lowland plain with agriculture	Innlandsslette med jordbruksdominans					KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-1		KLG_JP-2	160	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	3	I-S-3	LA-TI-I-S-3	Innlandsslettelandskap under skoggrensen med bebygde områder	Inland undulating lowland plain with settlements	Innlandsslette med bebyggelse					KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-2		KLG_JP-1	161	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	4	I-S-4	LA-TI-I-S-4	Innlandsslettelandskap under skoggrensen med bebygde områder og jordbruksdominans	Inland undulating lowland plain with settlements and agriculture	Innlandsslette med bebyggelse og jordbruksdominans					KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-2		KLG_JP-2	162	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	5	I-S-5	LA-TI-I-S-5	Innlandsslettelandskap under skoggrensen med tett bebyggelse	Inland undulating lowland plain with village	Innlandsslette med tett bebyggelse					KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-3		KLG_JP-1	163	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	6	I-S-6	LA-TI-I-S-6	Innlandsslettelandskap under skoggrensen med tett bebyggelse  og jordbruksdominans	Inland undulating lowland plain with village and agriculture	Innlandsslette med tett bebyggelse  og jordbruksdominans					KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-3		KLG_JP-2	164	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	7	I-S-7	LA-TI-I-S-7	Innlandsslettelandskap under skoggrensen med by	Inland undulating lowland plain with city	Innlandsslette med by					KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-4		KLG_JP-1	165	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	8	I-S-8	LA-TI-I-S-8	Innlandsslettelandskap med hei under skoggrensen	Inland undulating lower mountain plain	Innlandsslette under skoggrensen med hei					KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-2	KLG_AI-1		KLG_JP-1	166	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
